"Company","Item","Energy..kcal.day.","Fat..g.day.","Saturated.fat..g.day.","Salt..g.day.","Carbohydrate..g.day.","Fibre..g.day..","Free.sugars..g.day.","Protein..g.day."
"Taco Bell","Loaded Nacho Taco – Value Menu",250,12,4.5,1.525,24,3,2,10
"Taco Bell","Bean Burrito",350,9,3.5,2.5,54,11,3,13
"Taco Bell","Black Bean Chalupa",330,15,3,1.075,39,5,3,10
"Taco Bell","Black Bean Crunchwrap Supreme",510,17,4.5,2.7,77,8,6,13
"Taco Bell","Black Bean Quesarito",630,29,10,3.15,73,7,5,19
"Taco Bell","Black Beans & Rice",170,3.5,0,0.8,31,4,0,4
"Taco Bell","Cheese Quesadilla",470,25,12,2.475,37,4,2,19
"Taco Bell","Cheesy Bean & Rice Burrito",420,16,4,2.2,56,7,3,10
"Taco Bell","Cheesy Roll Up",180,9,5,1.075,15,2,0,9
"Taco Bell","Chips and Nacho Cheese Sauce",220,13,1.5,0.625,24,2,2,2
"Taco Bell","Cinnabon® Delights™ (2 Pack)",160,9,2,0.2,17,0,10,2
"Taco Bell","Cinnabon® Delights™ (12 Pack – Serves 4)",930,53,13,1.2,104,3,59,9
"Taco Bell","Cinnamon Twists",170,6,0,0.525,27,0,13,1
"Taco Bell","Hash Brown",160,12,1,0.675,13,2,0,1
"Taco Bell","Power Menu Bowl – Veggie",430,17,5,2.025,57,10,2,12
"Taco Bell","Power Menu Bowl – Chicken",470,19,6,3,50,7,2,26
"Taco Bell","Power Menu Bowl – Steak",480,20,7,2.875,51,7,2,25
"Taco Bell","Power Menu Bowl – Veggie (V)",430,17,5,2.025,57,10,2,12
"Taco Bell","Breakfast Crunchwrap – Bacon",670,41,12,3.175,50,4,3,21
"Taco Bell","Breakfast Crunchwrap – Sausage",720,47,15,3.025,51,4,3,21
"Taco Bell","Breakfast Crunchwrap – Steak",660,38,12,3.25,51,4,3,24
"Taco Bell","Breakfast Salsa Packet (V)",0,0,0,0.125,0,0,0,0
"Taco Bell","Cheesy Toasted Breakfast Burrito – Bacon",350,16,4.5,2.175,36,2,3,13
"Taco Bell","Cheesy Toasted Breakfast Burrito – Fiesta Potato (V)",340,14,3.5,1.875,43,3,3,10
"Taco Bell","Cheesy Toasted Breakfast Burrito – Sausage",340,17,5,1.825,36,2,3,11
"Taco Bell","Cinnabon® Delights™ (2 Pack) (V)",160,9,2,0.2,17,0,10,2
"Taco Bell","Cinnabon® Delights™ (12 Pack – Serves 4) (V)",930,53,13,1.2,104,3,59,9
"Taco Bell","Grande Toasted Breakfast Burrito – Bacon",560,30,10,3.225,49,4,3,24
"Taco Bell","Grande Toasted Breakfast Burrito – Sausage",560,31,10,2.875,49,4,3,22
"Taco Bell","Grande Toasted Breakfast Burrito – Steak",560,28,9,3.275,50,4,3,27
"Taco Bell","Hash Brown (V)",160,12,1,0.675,13,2,0,1
"Taco Bell","Hash Brown Toasted Breakfast Burrito – Bacon",570,33,10,3.175,49,4,2,21
"Taco Bell","Hash Brown Toasted Breakfast Burrito – Sausage",570,34,10,2.825,49,4,2,18
"Taco Bell","Hash Brown Toasted Breakfast Burrito – Steak",570,30,9,3.225,50,4,2,24
"Taco Bell","7-Up (16 fl oz)",190,0,0,0.115,0,0,46,0
"Taco Bell","Brisk® Mango Iced Tea (16 fl oz)",100,0,0,0.065,0,0,26,0
"Taco Bell","Brisk® Unsweetened No Lemon Iced Tea (16 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Diet Dr Pepper® (16 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Diet Mtn Dew® (16 fl oz)",5,0,0,0.0025,0,0,1,0
"Taco Bell","Diet Pepsi® (16 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Dr Pepper® (16 fl oz)",190,0,0,0.13,0,0,51,0
"Taco Bell","G2 – Fruit Punch (16 fl oz)",30,0,0,0.0175,0,0,6,0
"Taco Bell","Mtn Dew® (16 fl oz)",220,0,0,0.1475,0,0,58,0
"Taco Bell","Mtn Dew® Baja Blast™ (16 fl oz)",220,0,0,0.1475,0,0,59,0
"Taco Bell","Mtn Dew® Baja Blast Zero Sugar (16 fl oz)",5,0,0,0,0,0,0,0
"Taco Bell","Mtn Dew® Kickstart™ Orange Citrus (16 fl oz)",70,0,0,0.045,0,0,18,0
"Taco Bell","Mug® Root Beer (16 fl oz)",190,0,0,0.13,0,0,52,0
"Taco Bell","Pepsi® (16 fl oz)",200,0,0,0.1375,0,0,55,0
"Taco Bell","Pepsi® Wild Cherry (16 fl oz)",210,0,0,0.14,0,0,56,0
"Taco Bell","Pepsi® Zero Sugar (16 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Sierra Mist® (16 fl oz)",200,0,0,0.135,0,0,54,0
"Taco Bell","Tropicana® Pink Lemonade (16 fl oz)",210,0,0,0.1325,0,0,53,0
"Taco Bell","7-Up (20 fl oz)",240,0,0,0.145,0,0,58,0
"Taco Bell","Brisk® Mango Iced Tea (20 fl oz)",120,0,0,0.08,0,0,32,0
"Taco Bell","Brisk® Unsweetened No Lemon Iced Tea (20 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Diet Dr Pepper® (20 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Diet Mtn Dew® (20 fl oz)",10,0,0,0.0025,0,0,1,0
"Taco Bell","Diet Pepsi® (20 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Dr Pepper® (20 fl oz)",240,0,0,0.1625,0,0,64,0
"Taco Bell","G2 – Fruit Punch (20 fl oz)",35,0,0,0.0225,0,0,8,0
"Taco Bell","Mtn Dew® (20 fl oz)",270,0,0,0.1825,0,0,73,0
"Taco Bell","Mtn Dew® Baja Blast™ (20 fl oz)",280,0,0,0.185,0,0,73,0
"Taco Bell","Mtn Dew® Baja Blast Zero Sugar (20 fl oz)",10,0,0,0,0,0,0,0
"Taco Bell","Mtn Dew® Kickstart™ Orange Citrus (20 fl oz)",90,0,0,0.0575,0,0,22,0
"Taco Bell","Mug® Root Beer (20 fl oz)",240,0,0,0.1625,0,0,65,0
"Taco Bell","Pepsi® (20 fl oz)",250,0,0,0.1725,0,0,69,0
"Taco Bell","Pepsi® Wild Cherry (20 fl oz)",260,0,0,0.175,0,0,70,0
"Taco Bell","Pepsi® Zero Sugar (20 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Sierra Mist® (20 fl oz)",260,0,0,0.17,0,0,68,0
"Taco Bell","Tropicana® Pink Lemonade (20 fl oz)",260,0,0,0.1675,0,0,67,0
"Taco Bell"," ",0,0,0,0,0,0,0,0
"Taco Bell","FOUNTAIN BEVERAGES (30 OZ)",0,0,0,0,0,0,0,0
"Taco Bell","7-Up (30 fl oz)",350,0,0,0.2175,0,0,87,0
"Taco Bell","Brisk® Mango Iced Tea (30 fl oz)",180,0,0,0.12,0,0,48,0
"Taco Bell","Brisk® Unsweetened No Lemon Iced Tea (30 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Diet Dr Pepper® (30 fl oz)",0,0,0,0.0025,0,0,0,0
"Taco Bell","Diet Mtn Dew® (30 fl oz)",10,0,0,0.0025,0,0,1,0
"Taco Bell","Diet Pepsi® (30 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Dr Pepper® (30 fl oz)",360,0,0,0.245,0,0,96,0
"Taco Bell","G2 – Fruit Punch (30 fl oz)",50,0,0,0.0325,0,0,12,0
"Taco Bell","Mtn Dew® (30 fl oz)",410,0,0,0.275,0,0,109,0
"Taco Bell","Mtn Dew® Baja Blast™ (30 fl oz)",420,0,0,0.275,0,0,110,0
"Taco Bell","Mtn Dew® Baja Blast Zero Sugar (30 fl oz)",15,0,0,0,0,0,0,0
"Taco Bell","Mtn Dew® Kickstart™ Orange Citrus (30 fl oz)",130,0,0,0.085,0,0,33,0
"Taco Bell","Mug® Root Beer (30 fl oz)",360,0,0,0.245,0,0,98,0
"Taco Bell","Pepsi® (30 fl oz)",380,0,0,0.26,0,0,103,0
"Taco Bell","Pepsi® Wild Cherry (30 fl oz)",390,0,0,0.2625,0,0,105,0
"Taco Bell","Pepsi® Zero Sugar (30 fl oz)",0,0,0,0,0,0,0,0
"Taco Bell","Sierra Mist® (30 fl oz)",380,0,0,0.2525,0,0,101,0
"Taco Bell","Tropicana® Pink Lemonade (30 fl oz)",390,0,0,0.25,0,0,100,0
"Pizza Hut","Detroit Double Cheesy Pizza Slice",280,12,6,1.4,31,2,2,13
"Pizza Hut","Detroit Double Pepperoni Pizza Slice",330,17,7,1.8,30,2,2,14
"Pizza Hut","Detroit Meaty Pizza Slice",320,16,6,1.6,31,2,2,14
"Pizza Hut","Detroit Supremo Pizza Slice",290,13,6,1.425,31,2,2,13
"Pizza Hut","Pan Pizza Slices Backyard BBQ Chicken Personal Pan",180,6,2,0.925,25,1,8,8
"Pizza Hut","Pan Pizza Slices Backyard BBQ Chicken Medium",270,10,4,1.125,33,2,6,11
"Pizza Hut","Pan Pizza Slices Backyard BBQ Chicken Large",380,16,6,1.625,43,2,7,16
"Pizza Hut","Pan Pizza Slices Beyond Meat® Pepperoni Medium",240,10,4.5,1.175,29,2,1,10
"Pizza Hut","Pan Pizza Slices Beyond Meat® Pepperoni Large",350,16,6,1.7,38,3,2,14
"Pizza Hut","Pan Pizza Slices Buffalo Chicken Personal Pan",160,5,2,1.425,22,1,2,7
"Pizza Hut","Pan Pizza Slices Buffalo Chicken Medium",240,9,3.5,1.7,31,2,2,11
"Pizza Hut","Pan Pizza Slices Buffalo Chicken Large",350,14,5,2.125,40,2,2,15
"Pizza Hut","Pan Pizza Slices Cheese Personal Pan",150,6,2.5,0.775,17,1,2,7
"Pizza Hut","Pan Pizza Slices Cheese Medium",250,10,4.5,1.125,28,2,1,11
"Pizza Hut","Pan Pizza Slices Cheese Large",360,17,7,1.65,37,2,2,16
"Pizza Hut","Pan Pizza Slices Chicken Bacon Parmesan Personal Pan",180,8,3,0.875,17,1,2,9
"Pizza Hut","Pan Pizza Slices Chicken Bacon Parmesan Medium",270,13,4.5,1.175,27,2,1,12
"Pizza Hut","Pan Pizza Slices Chicken Bacon Parmesan Large",390,20,7,1.7,35,2,2,18
"Pizza Hut","Pan Pizza Slices Hawaiian Chicken Personal Pan",150,5,2,0.825,18,1,3,8
"Pizza Hut","Pan Pizza Slices Hawaiian Chicken Medium",240,9,3.5,1.2,29,2,2,12
"Pizza Hut","Pan Pizza Slices Hawaiian Chicken Large",350,15,5,1.725,38,2,3,17
"Pizza Hut","Pan Pizza Slices Meat Lover’s® Personal Pan",210,12,4.5,1.15,18,1,2,9
"Pizza Hut","Pan Pizza Slices Meat Lover’s® Medium",320,17,6,1.6,28,2,1,13
"Pizza Hut","Pan Pizza Slices Meat Lover’s® Large",470,27,10,2.35,37,2,2,19
"Pizza Hut","Pan Pizza Slices Pepperoni Personal Pan",150,7,2.5,0.775,17,1,2,6
"Pizza Hut","Pan Pizza Slices Pepperoni Medium",250,11,4.5,1.175,28,2,1,10
"Pizza Hut","Pan Pizza Slices Pepperoni Large",370,18,6,1.7,36,2,2,15
"Pizza Hut","Pan Pizza Slices Pepperoni Lover’s® Personal Pan",180,9,3.5,0.925,17,1,2,8
"Pizza Hut","Pan Pizza Slices Pepperoni Lover’s® Medium",300,15,6,1.45,28,2,1,13
"Pizza Hut","Pan Pizza Slices Pepperoni Lover’s® Large",440,24,9,2.125,37,3,2,19
"Pizza Hut","Pan Pizza Slices Supreme Personal Pan",170,8,3,0.9,18,1,2,7
"Pizza Hut","Pan Pizza Slices Supreme Medium",270,13,5,1.25,29,2,2,11
"Pizza Hut","Pan Pizza Slices Supreme Large",390,20,7,1.85,37,2,2,16
"Pizza Hut","Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan",170,8,3.5,0.825,17,1,2,8
"Pizza Hut","Pan Pizza Slices Ultimate Cheese Lover’s® Medium",270,13,5,1.175,27,2,1,12
"Pizza Hut","Pan Pizza Slices Ultimate Cheese Lover’s® Large",390,20,8,1.675,36,2,2,17
"Pizza Hut","Pan Pizza Slices Veggie Lover’s® Personal Pan",140,5,2,0.725,18,1,2,6
"Pizza Hut","Pan Pizza Slices Veggie Lover’s® Medium",230,9,3.5,1.05,29,2,2,9
"Pizza Hut","Pan Pizza Slices Veggie Lover’s® Large",330,15,5,1.55,38,3,3,14
"Pizza Hut","Hand Tossed Slices Backyard BBQ Chicken Small",140,4,2,0.625,20,1,4,6
"Pizza Hut","Hand Tossed Slices Backyard BBQ Chicken Medium",220,7,3,0.975,31,2,6,10
"Pizza Hut","Hand Tossed Slices Backyard BBQ Chicken Large",300,10,4.5,1.325,40,2,7,14
"Pizza Hut","Hand Tossed Slices Beyond Meat® Pepperoni Medium",200,7,3.5,1.025,26,2,1,9
"Pizza Hut","Hand Tossed Slices Beyond Meat® Pepperoni Large",280,10,5,1.4,35,3,2,12
"Pizza Hut","Hand Tossed Slices  Buffalo Chicken Small",130,3.5,1.5,0.95,19,0,0,6
"Pizza Hut","Hand Tossed Slices  Buffalo Chicken Medium",200,5,2.5,1.4,28,2,1,9
"Pizza Hut","Hand Tossed Slices  Buffalo Chicken Large",270,8,4,1.85,37,2,2,13
"Pizza Hut","Hand Tossed Slices Cheese Small",130,4.5,2,0.625,17,1,0,6
"Pizza Hut","Hand Tossed Slices Cheese Medium",210,8,3.5,0.975,26,2,1,10
"Pizza Hut","Hand Tossed Slices Cheese Large",290,10,5,1.35,34,3,2,13
"Pizza Hut","Hand Tossed Slices Chicken Bacon Parmesan Small",150,6,2.5,0.675,16,1,0,7
"Pizza Hut","Hand Tossed Slices Chicken Bacon Parmesan Medium",230,9,4,1.025,25,2,1,11
"Pizza Hut","Hand Tossed Slices Chicken Bacon Parmesan Large",310,13,5,1.4,33,2,1,16
"Pizza Hut","Hand Tossed Slices Hawaiian Chicken Small",130,4,1.5,0.675,17,1,1,7
"Pizza Hut","Hand Tossed Slices Hawaiian Chicken Medium",210,6,3,1.05,27,2,2,10
"Pizza Hut","Hand Tossed Slices Hawaiian Chicken Large",280,9,4,1.45,36,3,3,15
"Pizza Hut","Hand Tossed Slices Meat Lover’s® Small",180,9,3.5,0.925,17,1,0,7
"Pizza Hut","Hand Tossed Slices Meat Lover’s® Medium",290,15,6,1.475,26,2,1,12
"Pizza Hut","Hand Tossed Slices Meat Lover’s® Large",390,21,8,2.075,34,3,2,17
"Pizza Hut","Hand Tossed Slices Pepperoni Small",130,5,2,0.65,16,1,0,6
"Pizza Hut","Hand Tossed Slices Pepperoni Medium",220,9,4,1.05,25,2,1,9
"Pizza Hut","Hand Tossed Slices Pepperoni Large",300,13,6,1.475,34,3,2,13
"Pizza Hut","Hand Tossed Slices Pepperoni Lover’s® Small",160,7,3,0.775,17,1,0,7
"Pizza Hut","Hand Tossed Slices Pepperoni Lover’s® Medium",270,13,6,1.325,26,2,1,12
"Pizza Hut","Hand Tossed Slices Pepperoni Lover’s® Large",370,18,8,1.85,35,3,2,17
"Pizza Hut","Hand Tossed Slices Supreme Small",150,6,2.5,0.7,17,1,1,6
"Pizza Hut","Hand Tossed Slices Supreme Medium",240,10,4,1.125,26,2,2,10
"Pizza Hut","Hand Tossed Slices Supreme Large",320,14,6,1.575,35,3,2,14
"Pizza Hut","Hand Tossed Slices Ultimate Cheese Lover’s® Small",150,6,2.5,0.625,16,1,0,6
"Pizza Hut","Hand Tossed Slices Ultimate Cheese Lover’s® Medium",230,10,4.5,0.975,25,2,1,11
"Pizza Hut","Hand Tossed Slices Ultimate Cheese Lover’s® Large",310,13,6,1.35,33,2,1,15
"Pizza Hut","Hand Tossed Slices Veggie Lover’s® Small",120,4,1.5,0.575,17,1,1,5
"Pizza Hut","Hand Tossed Slices Veggie Lover’s® Medium",200,6,2.5,0.925,27,2,2,8
"Pizza Hut","Hand Tossed Slices Veggie Lover’s® Large",260,9,4,1.275,36,3,3,11
